Company Name,Published Date,Location,Skills Required,Job Description,Apply link
Shoonye Technology Solutions Pvt Ltd,Posted 4 days ago,Bengaluru / Bangalore,"Python,Operatingsystem,Svn,Apache,Git,Devops,Shellscripting,Unix","DevOps Engineer 3  years of in managing server environment for distributed applicationsIn depth working knowledge of UNIX operating system and shell scriptingExperience with A... More Details
",https://www.timesjobs.com/job-detail/devops-engineer-shoonye-technology-solutions-pvt-ltd-bengaluru-bangalore-3-to-6-yrs-jobid-lwweOrkZxdBzpSvf__PLUS__uAgZw==&source=srp
spiderfocus solutions,Posted 4 days ago,Ahmedabad,"C,Security,Java,Iam,Perl,Python,C,Javascript,Nist,Ruby","Job Description : Experienced in reviewing technical designs and functional requirements to identify areas of Security weakness.  Should have worked on Threat modelling. Shoul... More Details
",https://www.timesjobs.com/job-detail/sr-engineer-security-testing-spiderfocus-solutions-ahmedabad-5-to-8-yrs-jobid-iLC47v__PLUS__hS3RzpSvf__PLUS__uAgZw==&source=srp
Allstate India,Posted today,Bengaluru / Bangalore,"Wasconfiguration,Deploymentsupport,Problemanalysis,Jython/Pythonscripting,Productionsupport","Senior ConsultantDate Opened: Mar 11 ,  2024Location: Bangalore ,  Karnataka ,  INCompany: Allstate Insurance CompanySenior Consultant with 4 to 6 years of development experie... More Details
",https://www.timesjobs.com/job-detail/senior-consultant-allstate-india-bengaluru-bangalore-4-to-6-yrs-jobid-wmrGv5Z9KlFzpSvf__PLUS__uAgZw==&source=srp
macrosoft it consulting,Posted 4 days ago,Bengaluru / Bangalore,"Storage,Database,Devops,Linux,Perl,Python,Os,Ruby,Sqldatabase","You are:Passionate about deploying applications in a highly available manner and ensuring each release adheres to SLAs Used to writing scripts to automate instead of doing man... More Details
",https://www.timesjobs.com/job-detail/sr-devops-engineer-macrosoft-it-consulting-bengaluru-bangalore-4-to-7-yrs-jobid-Gxd__SLASH__bO87n1dzpSvf__PLUS__uAgZw==&source=srp
XICOM TECHNOLOGIES,Posted 4 days ago,"Delhi,  Chandigarh","Hosting,Systemadministration,Database,Mysql,Shellscripting,Python,Infrastructure,Splunk","Design the architecture for hosting applications on AWS based on customer needs.setup ,  deploy and manage application on AWS.identify performance bottlenecks and optimize the... More Details
",https://www.timesjobs.com/job-detail/devops-lead-xicom-technologies-delhi-chandigarh-6-to-9-yrs-jobid-__PLUS__fqpyRwMJLtzpSvf__PLUS__uAgZw==&source=srp
Travel Centric Technology,Posted 4 days ago,Bengaluru / Bangalore,"Python,Github,Os,Svn,Windows,Ruby,Devops,Linux,Perl","Qualifications: Overall 6  Years of experience in the ... IT industry and at least 3 years of experience in DevOps. Closely work with various development teams ,  QA team and ... More Details
",https://www.timesjobs.com/job-detail/devops-engineer-travel-centric-technology-bengaluru-bangalore-6-to-9-yrs-jobid-RQie0Ui18__SLASH__JzpSvf__PLUS__uAgZw==&source=srp
fluidonomics Solutions LLP,Posted today,"Pune,  Other City(s) in Maharashtra","**Pythonproficiency,Datawrangling,Pandas,Pyspark,Statisticallearning**,Database","# ### Experience- 4  Years### Education- BE /  BTECH / MCA / MSC Computers preferred### Location- Your home location should be Pune  ( Maharashtra ,  India )   City limits  ( ... More Details
",https://www.timesjobs.com/job-detail/data-engineer-4-years-fluidonomics-solutions-llp-pune-other-city-s-in-maharashtra-4-to-7-yrs-jobid-kd7VFOBL4ylzpSvf__PLUS__uAgZw==&source=srp
crescendo global,Posted today,"Chennai,  Mumbai,  Bengaluru / Bangalore,  Pune,  Hyderabad/Secunderabad","Machinelearning,Regression,Python,Datamodeling,Cloudsolutions,Algorithms,Sql","#  Supply Chain Analytics_ML_2-8 years_Multiple Locations**Location:** Mumbai**Discipline:** Analytics**Job type:** Permanent**Contact name:** Arushi Manhas**Contact email:**.... More Details
",https://www.timesjobs.com/job-detail/supply-chain-analytics-ml-2-8-years-multiple-locations-job-in-mumbai-crescendo-global-chennai-mumbai-bengaluru-bangalore-pune-hyderabad-secunderabad-2-to-8-yrs-jobid-IFYwYYahIq9zpSvf__PLUS__uAgZw==&source=srp
buck global llc,Posted today,Bengaluru / Bangalore,"C,Python,Imagingtools,Communication,Technicalexpertise,Writtencommunication","The Vision Technology Group develops cutting edge HW ,  FW and SW for Imaging Camera products. This is a small ,  cross-discipline agile group that works on the newest technol... More Details
",https://www.timesjobs.com/job-detail/de-jobs-intel-graduate-intern-in-bengaluru-india-buck-global-llc-bengaluru-bangalore-0-to-1-yrs-jobid-P22n__SLASH__TFRTfBzpSvf__PLUS__uAgZw==&source=srp
buck global llc,Posted today,Bengaluru / Bangalore,"C,Python,Imagingtools,Englishcommunication,Technicalexpertise,Writtencommunication","# The Vision Technology Group develops cutting edge HW ,  FW and SW for Imaging Camera products. This is a small ,  cross-discipline agile group that works on the newest techn... More Details
",https://www.timesjobs.com/job-detail/de-jobs-intel-graduate-intern-in-bengaluru-india-buck-global-llc-bengaluru-bangalore-0-to-5-yrs-jobid-QqVILLjOzC9zpSvf__PLUS__uAgZw==&source=srp
Barclays Bank PLC,Posted today,Noida/Greater Noida,"Python,Sql,Machinelearning,Powerbi,Tableau,Artificialintelligence,Infrastructure","Job Title: DA Data ScientistLocation: NoidaAbout BarclaysBarclays is a British universal bank. We are diversified by business ,  by different types of customers and clients , ... More Details
",https://www.timesjobs.com/job-detail/da-data-scientist-barclays-bank-plc-noida-greater-noida-2-to-5-yrs-jobid-58LsGhwijTxzpSvf__PLUS__uAgZw==&source=srp
NTT Data Vertex Software Inc.,Posted today,Chennai,"Sql,Excel,Python,Powerbi,Qlikview,Database,Problemsolving,Consultant","Business Consulting Snr. ConsultantDate: Mar 14 ,  2024Location: Chennai ,  TN ,  INCompany: NTT DATA ServicesJob ProfileAt NTT ,  our people are our greatest differentiator a... More Details
",https://www.timesjobs.com/job-detail/business-consulting-snr-consultant-ntt-data-vertex-software-inc-chennai-5-to-10-yrs-jobid-a__SLASH__y6BUCuRQtzpSvf__PLUS__uAgZw==&source=srp
Gainwell Technologies,Posted today,Bengaluru / Bangalore,"Databricksdevelopment,Pyspark,Aws,Python,Scala,Github,Sqldevelopment,Mysql","## ### Professional 2 Product Developer- **Date:** Feb 29 ,  2024- **Location:** Bangalore ,  KA ,  IN ,  560100- **Req ID:** 21452**Summary:**As a Professional 2 Product Deve... More Details
",https://www.timesjobs.com/job-detail/professional-2-product-developer-gainwell-technologies-bengaluru-bangalore-2-to-3-yrs-jobid-g7__SLASH__ve9AFXypzpSvf__PLUS__uAgZw==&source=srp
Johari Digital Healthcare Limited,Posted 1 day ago,Jodhpur,"C,Python,Mobile,Javascript,Ruby,Sql,Java,Html,Softwaredocumentation","Project Lead- Software Development Roles  &  Responsibilities Planning and tracking of all mobile App activities during pre and post development stagesPlan ,  define and revie... More Details
",https://www.timesjobs.com/job-detail/project-lead-software-development-johari-digital-healthcare-limited-jodhpur-0-to-3-yrs-jobid-CT2XllXexrdzpSvf__PLUS__uAgZw==&source=srp
Feedspot,Posted 4 days ago,Mumbai,"C,Docker,Java,Git,Devops,Python,Svn,Ruby,Infrastructure,Splunk","We are looking for infrastructure and automation ninjas to implement continuous integration and agile infrastructure for our enterprise product companies. You will get to arch... More Details
",https://www.timesjobs.com/job-detail/devops-engineer-feedspot-mumbai-0-to-3-yrs-jobid-fZFinwjj519zpSvf__PLUS__uAgZw==&source=srp
NIPPON DATA SYSTEM,Posted 2 days ago,"Delhi,  Delhi/NCR","C#,Python,C,C,Java,Tk,Digitalelectronics,Tcl","Job Description : you will be responsible for performing test and validation tasks that includes defining the software test plans ,  writing complex automated test suite and t... More Details
",https://www.timesjobs.com/job-detail/software-testing-engineer-esl-nippon-data-system-delhi-delhi-ncr-0-to-2-yrs-jobid-7dLT__SLASH__QGyg9hzpSvf__PLUS__uAgZw==&source=srp
algoanalytics pune,Posted 3 days ago,Pune,"Algorithms,Python,Naturallanguageprocessing,Machinelearning,Writtencommunication","Prepare proposals for client projects: Detailed description about technical aspects of the proposals such as approaches / algorithms to be tried out as a solution ,  describin... More Details
",https://www.timesjobs.com/job-detail/senior-data-scientist-algoanalytics-pune-pune-3-to-6-yrs-jobid-HQMID__SLASH__7QomBzpSvf__PLUS__uAgZw==&source=srp
CODEC Networks,Posted 4 days ago,"Delhi,  Delhi/NCR","C,Python,C,Ece,Cryptography,Database,Security,Java,Php,Perl","CEH Certification or ECSA Certification.Additional certifications like CISA Certification or CISSP Certification will be a significant advantageExperience : Experience of 2-3 ... More Details
",https://www.timesjobs.com/job-detail/telecom-security-consultant-mobile-application-security-codec-networks-delhi-delhi-ncr-2-to-3-yrs-jobid-yssn92YLLeZzpSvf__PLUS__uAgZw==&source=srp
ZeroFOX,Posted 2 days ago,Bengaluru / Bangalore,"Technologyoperations,Sql,Security,Python,Leadershipskills,Forms","Role and responsibilities Understand python code and librariesWork independently and collaboratively with a blended team of domestic and onshore teamsSupport ad hoc ,  client-... More Details
",https://www.timesjobs.com/job-detail/associate-intelligence-analyst-zerofox-bengaluru-bangalore-1-to-2-yrs-jobid-aR6zldNEJWpzpSvf__PLUS__uAgZw==&source=srp
IDP EDUCATION INDIA PVT LTD,Posted 2 days ago,Chennai,"Algorithms,Softwareengineering,Datastructures,Python,Machinelearning,Infrastructure","Job DescriptionAn ASX100 business part that is owned by Australian universities ,  IDP is a pioneer in international education services. Our core business lines include studen... More Details
",https://www.timesjobs.com/job-detail/data-scientist-idp-education-india-pvt-ltd-chennai-10-to-13-yrs-jobid-aDetyOqiSXpzpSvf__PLUS__uAgZw==&source=srp
Veeva Systems,Posted 2 days ago,Canada,"Java,Associatesoftwareengineer,C#,San,Python,Junit,Javascript","As an Associate Software Engineer In Test ,  you will make contributions to developing automated tests and test frameworks for Veevas industry-leading Enterprise Content Manag... More Details
",https://www.timesjobs.com/job-detail/associate-software-engineer-in-test-veeva-systems-canada-0-to-3-yrs-jobid-vCciZBd1Y1xzpSvf__PLUS__uAgZw==&source=srp
Cotocus,Posted 3 days ago,Bengaluru / Bangalore,"Python,Writtencommunication,Devops,Problemsolving,Softwareengineering,Oss,Docker","Job Description Experience:- 6-8 years.Roles and Responsibilities: Docker Notary is an OSS tool that enables signing of assets such as images ,  files and containers. ... Once... More Details
",https://www.timesjobs.com/job-detail/notary-engineer-cotocus-bengaluru-bangalore-6-to-8-yrs-jobid-9x5IUyY9hFlzpSvf__PLUS__uAgZw==&source=srp
Scandid,Posted 3 days ago,Pune,"Python,Lucene,Sql,Java,Infrastructure,Debugging,Mysql,Datastructures,Unix","Requirement : - Knowledge in core Java  ( server-side )  - Knowledge in SQL / MySQL - Database design knowledge. - Knowledge in integrating multiple open source libraries and ... More Details
",https://www.timesjobs.com/job-detail/java-developer-scandid-pune-0-to-3-yrs-jobid-Yyr3UN__PLUS__bfZZzpSvf__PLUS__uAgZw==&source=srp
Fluper Limited,Posted 4 days ago,Noida/Greater Noida,"Laravel,Python,Java,Mobile,Php,.Net,Javascript,Ruby","Job Responsibilities Proficient knowledge of a back-end programming language  (  (  PHP ,  Laravel ,  Python ,  Ruby ,  Java ,  .net ,  JavaScript etc. )  ) Understanding diff... More Details
",https://www.timesjobs.com/job-detail/full-stack-developer-fluper-limited-noida-greater-noida-2-to-7-yrs-jobid-o9a__PLUS__gco1YJ5zpSvf__PLUS__uAgZw==&source=srp
LotusPay,Posted 4 days ago,Bengaluru / Bangalore,"Rest,Python,Mobile,Ruby,Node.Js,Security,Mvc","At LotusPay ,  we are working hard to build products and processes to help businesses collect recurring payments. Full stack engineers at LotusPay push us further towards that... More Details
",https://www.timesjobs.com/job-detail/senior-full-stack-engineer-lotuspay-bengaluru-bangalore-0-to-3-yrs-jobid-2kKi7YQ6YoJzpSvf__PLUS__uAgZw==&source=srp
LotusPay,Posted 4 days ago,Bengaluru / Bangalore,"Rest,Python,Mobile,Ruby,Node.Js,Security,Mvc","You will:Design ,  build ,  and maintain APIs ,  services ,  and systems across our product.Work with a wide range of systems ,  processes and technologies to own and solve pr... More Details
",https://www.timesjobs.com/job-detail/full-stack-engineer-lotuspay-bengaluru-bangalore-0-to-3-yrs-jobid-6WyOhOk8xuBzpSvf__PLUS__uAgZw==&source=srp
CRIMSON INTERACTIVE PVT LTD,Posted 4 days ago,Mumbai,"C,Python,Java,C,Naturallanguageprocessing,Cl","We are building a world-class language-related product that has the potential to positively transform lives worldwide. We have a passionate team of data scientists ,  coders ,... More Details
",https://www.timesjobs.com/job-detail/computational-linguistic-crimson-interactive-pvt-ltd-mumbai-2-to-7-yrs-jobid-T__PLUS__brQDFmQylzpSvf__PLUS__uAgZw==&source=srp
the modern dimension,Posted 3 days ago,"Delhi,  Delhi/NCR,  Bengaluru / Bangalore","Scala,Java,Apache,Linux,Mysql,Python,Problemsolving","Responsibilities Deep expertise with any or combination programming languages: Java ,  Python ,  Scala ,  Golang any objected oriented high level proprietary or open source la... More Details
",https://www.timesjobs.com/job-detail/principal-engineer-the-modern-dimension-delhi-delhi-ncr-bengaluru-bangalore-8-to-11-yrs-jobid-VmcUukkZE6hzpSvf__PLUS__uAgZw==&source=srp
advanced risk analytics private limited,Posted 3 days ago,Pune,"C,Python,C,Algorithmdevelopment,Machinelearning,Opencv","Candidate should have:Analysis ,  Design ,  Coding ,  Integration using C / C   ,  PythonExperience in Shadow removal techniquesMachine learning:- KNN ,  SVM ,  Text SearchFam... More Details
",https://www.timesjobs.com/job-detail/image-processing-software-developer-gis-advanced-risk-analytics-private-limited-pune-0-to-3-yrs-jobid-ORO9__SLASH__mVlwcJzpSvf__PLUS__uAgZw==&source=srp
lintel technologies pvt. ltd.,Posted 4 days ago,Hyderabad/Secunderabad,"Rest,Css,Python,Freeswitch,Javascript,Django,Git,Postgresql,Linux,Html","Lintel is a rapidly growing software development company in Hyderabad ,  India. We have a track record of working on fun ,  innovative technical products for our clients. To k... More Details
",https://www.timesjobs.com/job-detail/angular-js-developer-lintel-technologies-pvt-ltd-hyderabad-secunderabad-0-to-3-yrs-jobid-eGoRIiRo5cBzpSvf__PLUS__uAgZw==&source=srp
Shoonye Technology Solutions Pvt Ltd,Posted 4 days ago,Bengaluru / Bangalore,"Algorithms,Python,Java,Git,Operatingsystem,Svn,Javascript,Unix","Engineering Trainee Know a programming language reasonably well  ( Java / Javascript / Python ) Good knowledge of unix operating systemWell versed with data structure and algo... More Details
",https://www.timesjobs.com/job-detail/engineering-trainee-shoonye-technology-solutions-pvt-ltd-bengaluru-bangalore-0-to-3-yrs-jobid-hWheolnhFWdzpSvf__PLUS__uAgZw==&source=srp
Veeva Systems,Posted 4 days ago,,"Java,Apache,Devops,Softwareengineering,San,Python,Forms","The RoleVeeva Link supports the life sciences industry by building connected data applications to improve research and patient outcomes. It helps professionals to find the rig... More Details
",https://www.timesjobs.com/job-detail/data-platform-engineer-veeva-systems-3-to-6-yrs-jobid-FVqHCn7W43NzpSvf__PLUS__uAgZw==&source=srp
Veeva Systems,Posted 4 days ago,,"Java,Apache,Devops,San,Python,Machinelearning,Forms","The RoleVeeva Link supports the life sciences industry to connect with key people to improve research and care. It helps professionals to find the right people for ,  e.g. ,  ... More Details
",https://www.timesjobs.com/job-detail/data-engineer-veeva-link-veeva-systems-0-to-3-yrs-jobid-69lZ4DV8oURzpSvf__PLUS__uAgZw==&source=srp
efforts solutions,Posted 4 days ago,,"C#,Python,Oracle,Bi,Datareports,Sql,Nosql","Business Intelligence  ( BI )  Developer Experience and job duties:The candidates must have 2 years work experience and submit documents proving thatThe candidates should have... More Details
",https://www.timesjobs.com/job-detail/business-intelligence-bi-developer-efforts-solutions-2-to-5-yrs-jobid-AiE__SLASH__hgSf6yVzpSvf__PLUS__uAgZw==&source=srp
